utterance,intent
날 괴롭히는 사람들이 당장 잘 못됐으면 좋겠어,분노
금방 또 집중 못 하고 다른 생각을 해.,집중력저하
아무것도 가진게 없으니까 사람들이 상처를 줘도 멍청하게 듣기만 해,자존감저하
몸이 너무 피곤하고 무거워서 사소한 일에도 집중이 안 돼,피로
아니 차가 무선 충전이 됨?,일상
칸쵸 생일 선물 뭐 줄 거임?,일상
원래는 엄청 흥이 많았는데 몸이 힘드니까 흥이 안 나,무기력
이번 추경부터?,일상
영어 너무 어렵지,일상
내가 이러다 죽는 건가 싶어서 무섭기도 한데 한편으로는 막 걱정도 되는 거예요.,초조함
하하 오 운동 잘 못하자나 키키,일상
맞아! 이번에 나눔 해 준 컵이 플라스틱 컵이라서 불필요한 플라스틱 소비 부추긴다는 식으로 말 나오더라고?,일상
아무것도 못 하니까 너무 짜증나서 미칠 거 같아,피로
아청법이 강화되면... 좀 덜해지겠지?...,일상
우리 요즘 인도카레에 빠져있는데 남친이랑 항상 그거먹어,일상
그냥 신경질이 나,초조함
그래도 피라미드는 꼭 보고싶어,일상
섹스를 해도 성욕은 안 생겨,불면
집에서도 뭘 하든 되게 집중을 못하고 오래 걸려.,집중력저하
공부에도 집중해야하는데,집중력저하
그럼 내가 너무 피곤하잖아,일상
그이때문에 살고 싶지가 않아요,자살충동
내가 내 감정을 컨트롤 못 하겠어,감정조절이상
가족들조차 그러니까 마음이 무너졌어,절망감
"잠을 자려고 하면, 제 심장이 뛰는 소리때문에 깨요.",불면
속이 엄청 니글니글해,식욕저하
자꾸 이혼을 생각하게 돼요,슬픔
목까지 토가 찬 기분이야,식욕저하
추천해줘!,일상
날지도 못하고 뒤뚱대면서 길바닥에 있는 음식 주어먹는 거 봐라 극혐이다.,분노
차박도 많이 한다고 하더라,일상
집나가니깐 이것저것 생각이 많아지네,일상
평일엔 무리 없이 걷고 주말에 다른 운동도 할까?,일상
동물의 숲에 미쳐 살았었는데 키키 수업도 안듣고,일상
누가 머리 만져 주면 난 좋던데 키키,일상
정말 지하철이 더 빠를 것 같애요 지하철역으로 가야겠어요,일상
특히 영화는 진짜 의미가 있는 거일수록 집중하게 되더라,일상
아휴 모르겠다 요새는 기다릴만한 신작이 없어,일상
마음 추스르는 게 어렵네,슬픔
나 집에 가서 배틀그라운드 깔게 같이 하자.,일상
활동적인 타는것만 좋음,일상
난 진짜 추웠는데,일상
잠을 잘 못 자니까 항상 컨디션도 별로구요.,불면
금주 해야겠다...,일상
미리미리 부지런히 말해둬야지,일상
축축하고 머리도 망가지고 별로야,일상
자꾸 누가 감시한다는 느낌이 들어서 마음이 힘들어,자존감저하
우울증이랑 자살 시도해 봤다 했더니 그럼 증명해 봐 농약 먹어봐 이랬대요,일상
"저는 2년 전부터 힘들었는데, 아버지는 2달 전부터 우울했다고 하더라고요.",우울감
아침에 일찍 보냄 간식 먹을 때 까지 배고플 꺼 같아서 자꾸 이것저것 챙겨주기 되는 거 같아,일상
이는 안 씻어도 돼서 좋겠다 만날 여친 없잖어,일상
계속 혼나서 그런지 입맛도 안 생긴다,식욕저하
시간 나면 같이 가자,일상
언젠가 또 오르는 날이 오길 기도하겠슴다!,일상
가 니가 자전거 타자고 해놓고 왜 안 타냐,일상
다들 나를 쳐다보는것같아,자존감저하
처음엔 나도 동생이 되게 예뻤다? 근데 점점 너무 미운 거야.,분노
화가 나는데 참으니까 더 힘든 거야,분노
날씨를 안 보고 옷을 입니?,일상
불쌍하지만 이해하고 싶지 않아,분노
외출하면 누가 미행하는 느낌이 들어서 너무 힘들어,자존감저하
근데 그렇게 해도 학교 안 가면 되게 불안한 거예요.,불안
"차분하게 대처를 하려고 했는데, 저도 모르게 욱해서 큰소리를 내버렸어요.",초조함
삼천포 용궁 시장이요...!,일상
난 먹고 싶은 뒤...,일상
몸이 휘청거릴 정도로 졸린데 정작 밤에는 못 자겠어.,불면
배가 안 고픈데도 습관처럼 그냥 엄청 먹어,식욕증가
다른 회사 사람들은 그런 거 보고 뭐라 그래?,일상
몰라 우선 그냥 방치 해야지 키키,일상
뒤룩뒤룩 찌니까 움직이는 것도 귀찮아,식욕증가
이름만 들어도 그래,일상
혼자 있으면 허전하고 쓸쓸한 기분이 들어요,슬픔
난 공기계가 편하더라,일상
인생이 막막하게 느껴지니까 하루하루 사는게 지옥같았어,절망감
남편이 나를 속이고 있다는 생각이 자꾸 들어,자존감저하
혼자 있으면 암울해,우울감
타짜 같은 영화가 없네 요샌,일상
잠을 너무 많이 자긴 하지만 세세한 일들을 신경 쓰고 싶지 않아요.,피로
그러니까 그래도 오빠야는 짬뽕 좋아하니까 홍합 검사해보고 먹어,일상
대형이요?,일상
응 원래 비오는 날 어디 잘 안나가는데,일상
계속 뒤척여서 그런가 불면증이 생겼어,불면
직장에서도 따로 다니지,외로움
음악만 들어도 쓸쓸 한 것 같아,외로움
내가 매번 을인 것 같아서 분해요,분노
아침에 특히 더 입맛이 없어,식욕저하
오후에 혼자 있으면 더 감정이 확확 뒤바껴,초조함
그럼 다시 우울해져서 방에 틀어박히기만 하거든요.,우울감
키키 진짜 재밌나 보네...,일상
키키 유명하긴 하더라 그 캐미 오짐,일상
그래? 그럼 옛날 만화영화처럼 그냥 날아가고 마나?,일상
대체 어떻게 나한테 그럴 수 있지 싶으면서 그냥 이혼하고 싶어,분노
전투화가 만능이구나,일상
저희 가족에는 별 관심도 없으시는 게 너무 야속해요.,분노
그런 거 보면서 존경심을 느껴,일상
좋아하는 사람과 있는대도 기분이 쳐져,슬픔
맞벌이부부구나,일상
진짜 너무 힘들었어. 이거 때문에 거의 일주일을 못 갔는데도 아직도 힘들어.,무기력
아무것도 안 먹어도 먹고 싶지 않아,식욕저하
어이가 없다 그래도 점검하고 해야 하는 거 아닌가,일상
가만히 있어도 힘들어지니까 너무 고단한 거야,외로움
억울해서 떼라도 쓰고 싶어,죄책감
난 웹툰으론 안 봤어,일상
웅 키키 나도 보험 공부 하면서 내 보험도 부족한 게 많더라궁 키키,일상
시아버지때문에 마음 상태가 심약해졌어,불면
아기를 낳은 게 후회돼요.,죄책감
"모르겠어, 뭔가를 더 하고 싶지도 않고 원하고 싶지도 않아.",무기력
그치 근데 모르진 않더라고 키키 줄곧 잘 따라하대?,일상
요즘엔 이혼한게 자꾸 후회스러워요.,죄책감
맞아 은근 운전하기 빡 세 거기,일상
그러게 비가 너무 들이치니까 열 수가 없어,일상
계속 생각하면 나만 괴롭잖아.,무기력
배송비는? 다 내야해?,일상
맞아 나는 좀 씹는 맛 있는 게 좋더라,일상
일단 집에서 온찜질이라도 해봐,일상
모든 게 다 내 잘못처럼 느껴지고 내가 틀렸다는 생각을 해,죄책감
주인공보다 서브케릭터가 더 강해서 문제였지,일상
피부과에서 할게 아니래.,일상
생리통에는 장사가 없네,일상
키키 맞나 해장국이잖아,일상
이런 남자랑 결혼한 게 너무 억울해,죄책감
체중이 안 늘어나서 문제야.,식욕저하
근처에서 떡볶이가 땡긴다 하면 가볼 만 할 듯,일상
"그런 것 같아, 그리고 위드 코로나로 전환하면서 더 그렇게 될 것 같아",일상
나 내려가면 데려 갈거야?,일상
잠을 못 자니까 더 예민해졌어요.,불면
적적한 마음에 잠도 못 잘 정도야,외로움
저녁 시간 때 특히 그렇게 적적할 수가 없어,외로움
마트에서 장을 보고 계산을 하려고 줄을 서 있는데 너무너무 불안하고,불안
이젠 진짜 딱 가을인가 봐,일상
그냥 서로가 서로에게 필요한 존재인 건 맞는 거 같애,일상
분해서 정신이 나갈 것 같아요,슬픔
동료들이 일을 안 주니까 힘이 빠져,피로
자꾸 망할것 같은 생각만 들고 희망이 안 느껴져,절망감
난 안 봄,일상
무력감이 있어,상실감
너무 좀 정치적인 의미가 있어서?,일상
당근 너무 무서워 그래서 이젠,일상
스트레스때문에 밥 먹기도 귀찮다,식욕저하
헐 아니 어떻게 줘 그걸?,일상
너무 걱정돼서 잠들지 못 하겠어요,불면
나 그리고 진심 쏭싹 한국인인거 알고 깜놀...,일상
눈뜨는 순간부터 기분이 다운됐어.,우울감
대상 후보 작년에도 올랐을껄?,일상
심각하게 초조하고 숨도 많이 불편해,초조함
멋은 있지... 나는 슬픈 일이 스키장 갈 때마다 생겨,일상
응 맞아 모양 예쁘게 담는 연습하느라 처음엔 정말 이상하게 올렸었어 키키,일상
그래서 가을에 이 일 때문에 엄청 지쳤어.,피로
여행은 어디로 가는 게 좋을까?,일상
안 좋은 점도 많아. 너무 가까우면 이것저것 사 먹어서 살 쪄.,일상
그것도 맞긴 해요 키키 근데 비쌌어요,일상
정신력이 약한 건지 일을 조금만 해도 귀찮아져,우울감
아아 키키 그거 보고도 생각이 많아졌어요 키키,일상
스트레스 받아서 몸이 예전 같지가 않다,불면
요즘 뽀글이 상품으로 나온 거 봤어?,일상
남편이랑 말도 하기 싫은 거야,분노
어 키키 유재석이랑 가장 친한 게스트일듯 키키,일상
하루종일 굶어도 음식 생각이 안 나,식욕저하
몸이 너무 심하게 처지는 느낌인데,피로
며칠째 먹으니 질리지,일상
스크린 야구는 있는데 스크린 배구나 축구는 왜 없지?,일상
악어 나오겠다,일상
키키 내 이상형이야,일상
허무하고 뭘 하고 싶은 마음도 없어요,상실감
나도 한번 찾아봐야겠어!,일상
예전에는 사극으로 드라마나 영화가 많이 나왔는데 지금은 많이 없어,일상
너희는 애인과 동거할 때 어떤 집에 살고 싶어?,일상
자다가 자꾸 눈 떠져서 돌아버리겠네,불면
진짜 너무 배신감 들어.,죄책감
잠도 제대로 못 자는데 일은 엄청 많았지,불면
"머리도 내 맘대로 못 하고, 매일 교복 검사하고, 가방 검사하고 감옥에라도 갇힌 것 같았어.",초조함
너가 나보다 후임이잖아 키키,일상
혹시 정말 큰 병이라도 있을까봐 너무 걱정돼,초조함
나는 중3 때 가출했는데 어머님이 찿아 와서 배고프냐면서 빵 사줬어!,일상
이유없이 우울하다,우울감
차분한 음악을 들어도 계속 안절부절이야,초조함
로션이라도 좀 좋은 거 발라야지,일상
내가 어디 가서 쓰러져도 모를 것 같아,외로움
잘때 누군가 들어와서 나를 해코지할까봐 잠을 제대로 못 자겠어,자존감저하
결국 병원 가서 수액 맞았잖아요,일상
왜 매일 밤 잠도 못 자고 이러고 있는지.,불면
이따 해지기 전에 들어가!,일상
외로워서 삶의 이유를 잃은 것 같아,외로움
어릴 때부터 결혼하고 싶어서 일찍 했는데 너무 어렸던 것 같아.,죄책감
AOA지민 기사 올라왔었는데 오늘,일상
몸도 마음도 너무 힘들어서 새로운 곳에서 다시 시작하고 싶었어.,무기력
제가 산후우울증이 좀 심했어요.,우울감
그 합창단 할 때 같이 나온 사람이구나.,일상
조마조마해서 가슴이 벌렁벌렁해,초조함
사는게 참 힘들다,무기력
그니깐 너무 아쉽잖아...,일상
죽고 싶은데 이유가 있어요?,자살충동
이륜 구동과 사륜 구동으로 나누어져 있다고 알고있어.,일상
왜 내가 과체중인지 모르겠어,식욕증가
키키 라면 끓일 때 달걀 꼭 넣는 편이야?,일상
친정 식구들 조차 나를 째려보고 힘들게 해,자존감저하
나에게는 신이 없는걸까?,절망감
체중이 갑자기 많이 늘었어.,식욕증가
나쁜 짓인 건 알아요. 그래서 후회하는 거고,죄책감
마음이 고장 난 것 처럼 눈물이 나고 자존감이 낮아졌어요,우울감
일이 힘드니까 체중이 줄어드는 것 같아,식욕저하
다들 좋은 회사 가자,일상
사과를 안 하면 못 견디겠어,죄책감
원래 뉴스나 신문을 보면 잘 울어요.,슬픔
야 다음에 만나면 연락한 것좀 보여줘 우리가 판단해줄게,일상
하루종일 침울해요,우울감
어떻게 해야 이 불안감.,불안
오 그게 좋지 난 적당히가 안 돼서 맨날 혼나,일상
신랑때문에 잘 수가 없어,불면
임당 재검 떠서 암울해,우울감
살쪄도 맛있어서 어떻게 할 순 없어 키키,일상
초기 비용 300 정도 예상하시고.,일상
사람들이랑 대화 나누기도 싫고 매일 우울하고 기운이 없어.,우울감
밥을 먹다가도 옛날 실수들이 떠올라,죄책감
키키 웃곀 키키 아이디 하나 파라,일상
내일까지 기다려야겠네,일상
울동네 와,일상
일단 층간 소음이 없다는 거? 키키,일상
사는 게 정말 하찮네요,절망감
우리 회사 들어가는 ICT밸리 8월부터 입주 시작이래,일상
나도 오늘은 모기 박멸하고 편히 자야지... 잠을 못 자서 오늘은 푹 자야겠어,일상
요즘은 하루종일 피곤해서 너무 힘들어.,피로
"나는 단독주택이 좋아, 마당도 있고 층간소음이 없잖아.",일상
그 사람만 없었어도 내가 이렇게 안 망가졌을 텐데.,분노
가만히 있기 힘들어서 집안일도 못 하겠어,초조함
그러게 날씨가 등산하기 딱 좋네.,일상
키키 그것도 좋은 여행 팁이지,일상
밥을 안 챙겨 먹어요.,식욕저하
그건 위험한 행동이고. 키키,일상
너무 슬픈 상황이 왔을 때 세상에는 나 혼자 뿐이니까.,외로움
