utterance,intent
왜 나에게 이런 일이 생긴 건지 너무 억울하고 화가 나.,슬픔
요즘엔 블루투스 스피커 들고 가는 것도 민폐에요,일상
태동이 아파서 짜증나,초조함
제가 자꾸 일에 지장을 주니까 직원분들한테도 미안하기도 하고,죄책감
애들도 오랜만에 기분 좋게 등교 했겠네,일상
우울증 약을 한꺼번에 먹고 죽으려고 했는데 실패했어요.,자살충동
그걸 직접 확인하고 나니까 더 자존심 상하고,자존감저하
하긴 udt랑 공익이랑 같이 등산하면 차이가 심할 거야,일상
맞아. 우리집 사람들은 옷이 다 많아서 집이 비좁지,일상
친구들한테 너무 상처를 받아서 혼자 있는게 더 나은것 같더라고,자존감저하
누가 무슨 농담을 해도 기분이 계속 처져 있어,초조함
약 배송왔어요,일상
태풍 온대? 그거 때문인거 같기도 하네,일상
그때만 해도 정보가 별로 없지 않았어?,일상
나 진짜 바보 같지?,자신감저하
요즘에는 잠을 자도 자는 것 같지 않아.,피로
엄마랑 크게 싸운 다음부터 기분이 완전히 바닥을 쳤어요.,우울감
진짜 어이없고 화가 나서 숨이 턱 막히는 거야.,분노
맞아 누가봐도 커플티 나니까,일상
잠드는 게 어려워서 누워 있다가 울어버리기도 해요,불면
인턴하고 바로 그 직장에 취직할 수도 있지 않나?,일상
여행은 맛이 빠지면 안되지!,일상
맹장이었으면 배 째고 수술했겠지,일상
응 약간 그런 느낌은 있다,일상
근데 괜히 새언니가 내 오빠를 뺏는 것 같아서 괜히 미워.,분노
아니 언제 사람들 쫓아다니면서 이상한 짓 할지 모르니까...,일상
얼른 고기 사러 가자! 키키,일상
부모님 말씀 잘 듣장!,일상
힘이 없어서 우울해,피로
수욜청소하고넘어와서 수욜나퇴근하고몽탄가고 목요일유네키갓다가 금욜가긔 키키,일상
우리 삼촌 결혼정보회사에 가입했어요.,일상
그럼요 제주 좋죠,일상
감동이 있는 영화구나.,일상
체중이 심하게 늘어났어,식욕증가
헐랭 어쩌노 미국,일상
여행 다닐 때 대중교통이 그럼 잘 되어 있으려나,일상
과체중에서 점점 더 심해지는 것 같아,식욕증가
바로 갈 수 있고,일상
저는 최근엔 없습니다,일상
나는 병원에서 알바 해봤음,일상
거울로 내 모습 볼 때마다 너무 슬프고 절망적인 것 같아,슬픔
"여보, 내 제자가 이번에 군대를 간다고 하네?",일상
정말 열심히 해야겠다.,일상
오호 키키 난 되게 재밌게 봤었거든,일상
딸 아이 선생님만 만나면 왜 실수할 거 같은 느낌이 드는지 모르겠어,죄책감
담배도 못하니까 사는 낙이 없어지고 답답해요,우울감
와이프랑 잠자리 하는 거에도 거부감이 들어요.,불면
인생이 너무 막막하니까 사람들 만나는것도 사치처럼 느껴졌어,절망감
나는 감독 좋아,일상
나만 이렇게 화가 나고 허망하니,분노
밤샐때도 많아.,불면
머릿속이 뒤죽박죽이라 일 처리가 아무것도 안 돼,초조함
혼자 외출할 생각하면 너무 떨리는 거 같아,초조함
클렌징워터랑 염색약이랑 틴트 샀어,일상
얼마 전부터 입맛이 준 것 같아,우울감
나만큼 불쌍한 루저도 없을 거야.,자존감저하
어제는 바람이 많이 불었는데 오늘은 덜 하네.,일상
보고 싶은 거는 너무 많은데 시간이 없어,일상
점점 집에만 있게 되고 낮잠도 엄청 많이 자거든요. 그러다 보니까 또 더 피곤해지고 악순환이에요.,피로
야 나도 진짜 걱정이야... 더군다나 요즘에...,일상
근데 그렇게 자주 있지않아,일상
최근에 새로운 시즌 나왔어!,일상
학원 강사 일이 많이 나오더라,일상
맞아 그리고 얇아서 잘 때도 하고 자려고.,일상
그건 그런데... 아니면 응급실은?,일상
나도신랑이 먼저 고객하긴 했어,일상
자꾸 이유 없이 비몽사몽한 기분이야,불면
임신하고 나서 체중이 확 늘어버렸어,식욕증가
핸드폰 게임 하는 거 있어?,일상
자꾸 혼나는 기분이 들어서 아무것도 안 하게 돼,죄책감
에너지원으로 쓰는 게 탄수화물이 1순위고 그 다음이 지방이라 탄수화물을 적게 먹으면 지방부터 태워서 다이어트에 도움이 될거야.,일상
도무지 뭘 더 해야 할지 모르겠어..,슬픔
아침을 잘 안 먹니,일상
내가 힘든 게 다 남편 탓 같아,분노
또 못 자면 어떡하지? 하고 걱정이 드는데 그거 때문에 더 못 자는 거 같아요.,초조함
오 그럼 제일 오래 만난 기간은?,일상
그래도 수도권에는 문화 생활을 즐기기에는 너무 좋은 것 같아.,일상
지쳤어,무기력
그게 또 쿠팡 가는 메리트지,일상
맞아맞아 아래로 보이는 경치가 예술이더라고!,일상
학교에서 뭐가 문제인걸까?,초조함
응 난 없는데 친구 중에 타투한 친구가 있는데 개성있어 보이더라,일상
사람들 죽드라 그래,일상
진짜 지금 가면 사람들한테 욕먹겠지,일상
그런 친절 필요함,일상
어떻게 하면 깊은 잠을 잘 수 있을까?,불면
남편때문에 자꾸 뒤척여,불면
체온 유지하려고 그러는 거 아니야? 키키,일상
입덧이 심한 날에 더 많이 자,피로
그리고 나는 여행 가서 쇼핑 하는 것을 즐겨,일상
엥? 뭘 팔아서 그렇대,일상
속이 안 좋은 원인을 모르겠어요,식욕저하
아이를 지워버리고 싶어,슬픔
저요 저요! 키키,일상
아무 이유 없이 낭떠러지 끝에 서 있는 거 같아,불안
노산이라는 말을 들을 때마다 죄인이 된 기분이야,죄책감
그래서 밤이 지옥같이 느껴져요.,무기력
육군 운전병으로 갔던 거야?,일상
형이 간식 사간다,일상
나도 사무실에 후리스 가져다 둠 키키,일상
잠 못 자는 것도.. 몇몇 친구들의 질투도나중엔 익숙해져서 참고 견뎠어.,불면
평소의 반 정도밖에 못 자게 됐어,불면
그래서 막 안절부절 못 하다가 물건 떨어트려서 다 깨지고 실수하고 난리도 아니었어요.,초조함
경주 핑크뮬리도 이제 피어서 더 많이 가겠더라고요,일상
너무 귀엽잖아.,일상
진짜 자괴감 쩐다.,죄책감
정기권으로 끊으면 1달에 5000원인가 밖에 안냄,일상
긴장을 많이 할 때는 나 혼자 세상에 버려진 거 같아,초조함
매번 중도에 포기하니까 몸에 힘도 안 들어가..,절망감
"학교에서 학부모와 갈등이 있었는데, 교감이랑 이야기하던 중에 순간 욱해서 화를 냈어.",분노
헐 물고기 키워?,일상
나는 실버 엔젤 그린 옐로우 레벨등급,일상
칼퇴하도록 노력해봐야지,일상
아침에 너 신도림 한 번만 가봐 키키,일상
퇴근하고 나면 계속 늘어져 있게 돼,불면
응 일하는 척이 제일 힘들어.,일상
잠들기 전까지 그리운 것들 투성이야,슬픔
맞아 저번 주 역대급 아이 나옴,일상
왜? 나 그날 소개팅하는데,일상
몸이 푹 퍼지는 느낌이라고 해야 하나,피로
괜히 집에서 쉰다고 했네,죄책감
세상 돌아가는 게 다 짜증나요.,초조함
오프라인으로 사면 너무 비싸,일상
영영 나올 수 없을 만큼 절망에 잠긴 것 같아,슬픔
"맞아, 대부분 일명 턱스크 또는 아예 벗고 다니더라.",일상
아 부모님 자주 만나는 편이야?,일상
절망적이고 슬퍼서 죽을 것 같아,슬픔
아 비싸구나 준비할게 많네,일상
키키 진짜 이 조그만 월세집에 사는데도 하루종일 청소해도 다다음날이면 먼지 쌓여 화나,일상
시험 있어서 공부해야 하는데 집중이 안 돼서 우울해,우울감
몸무게도 3kg이나 빠졌어요.,식욕저하
나는 알바 조금 해봤어 기회가 많이 없어서 키키,일상
맞아 감정기복이 심했어,초조함
임신하고 나서 겉도는 것 같아,외로움
가족들을 만나면 왜 이렇게 억울하지,죄책감
그러면 성인되서?,일상
오 서든 아직도 하는 거야?,일상
그냥 다 같이 죽어버릴까 그 생각이 들었어요.,자살충동
나 죽을거야,자살충동
내 몸인데 내 몸 같지 않아서 너무 짜증나,초조함
정말? 시판용이 아니었어?,일상
반려동물과 함께 갈 수 있는 펜션 알아?,일상
"아, 남한테 폐 끼치지 말고 깨끗하게 죽자, 그런 생각이었어.",자살충동
누가 옆에 있으면 잠을 못 자겠어,불면
"아들한테 사소한 걸로 화내다가, 돌아서면 눈물이 나요.",분노
가진게 없다고 무시 당하니까 내 인생이 정말 쓸모 없이 느껴졌어,절망감
전기자동차도 그렇고 원자력이나 풍력 태양열 같은 자연 친화적으로 전기를 생산하는 곳들이 많아져야 한다고 생각해!,일상
강제 다이어트 식단이야 배고파,일상
학교 일 때문에 자꾸 일어나게 돼,불면
넌 강아지 키우지?,일상
그치 분위기가 바뀌겠지,일상
모르는 척하는 걸 수도 영양제는 먹냐,일상
운동도 중요해 먹는것 보다 운동을 더 하면 되거든,일상
직업이 프로게이머니까 게임 플레이 경험이 얼마나 많겠어,일상
그러면 어쩔 수 없지...,일상
우리가 아는 거의 모든 판매용 순대를 만드는 곳이래,일상
희망이 없다는 생각이 드니까 너무 답답한 것 같아,슬픔
저녁에 밥맛이 하나도 안 생기더라,식욕저하
많이 안 좋은 걸까,초조함
이번에 반포 자이 한 채를 매매하기로 했어 좋은 가격에 구할 수 있었지 뭐야,일상
아니 유명한 작가있잖아,일상
밟아버리고 싶어요,분노
맞아맞아 우리 그거 같이 영화관에서 봤지?,일상
아진짜 너무 억울하고 답답하고 짜증나!,슬픔
어어 나도 인삼 홍삼 안 받는데 늦게 알았네,일상
타이쿤 게임 플레이하는 거 좋아해요?,일상
키키 이번에 베이식도 나왔잖아.,일상
안개도 많이 끼더라고,일상
사천성 예전에 자주 했었는데 키키,일상
키키 그래? 중고딩이 많이 입어?,일상
매독 판정 받은 이후로 힘이 없는 거 같아,피로
김치볶음밥은?,일상
그거는 끝 맛도 깔끔해.,일상
생각만 해도 너무 화나네요,분노
"응, 그리고 전쟁이 터지면 남자들이 많이 필요하기도 했고.",일상
친구가 그렇게 죽고 나서 괜찮을 줄 알았는데 너무 불안해.,불안
사람들과 있을 때도 불안해서 말을 못 해.,불안
임신했는데도 집안 꼴이 말이 아니게 돌아가는 나란 사람의 인생이 불쌍해서 울었어,슬픔
꼭 가보고 싶어!,일상
소심한 편인 거 같아요,자신감저하
나를 왜 얕잡아 보는 건지 모르겠어.,자존감저하
"밖에 나갈 힘도 없고, 의욕도 없는 것 같아.",무기력
서치아이2?,일상
벌써부터 미안해지는 건 왜지?,일상
체중이 6키로나 줄었어요.,식욕저하
마당에 허브 키워?,일상
아무도 없는 집에 혼자 있는 것도 너무 괴로워.,무기력
도라지랑 오이 중에 선택해야 한다면? 난 도라지,일상
나 이번에 삼성 휴대폰 샀어,일상
멍한 기분에서 헤어날 수가 없네,불면
너무 외롭고 힘들어요,외로움
혼자서는 아무것도 할 수 없을 정도로 초조하고 숨이 차,초조함
친구 꺼 뺏어서 딱지 치기 했어 키키,일상
관련 자격이 있으세요?,일상
사는 게 비참합니다,절망감
요즘 그냥 오픈하던데?,일상
나는 침 한번도 안 맞아 봤는데 좋아?,일상
아? 키키 그렇네,일상
이럴 거면 왜 나를 낳은 건지.. 모르겠어.,절망감
전통 있는 도시는 중안동이군,일상
입맛이 바닥까지 떨어진 것 같아,식욕저하
슬럼프 때문에 시간이 멈춘 거 같아,피로
키키 뭐 크게 싸울 일도 많이 없고,일상
아무것도 안 해도 피곤하고 졸리니까 환장하겠어,피로
키키 엄마도 그럼 아직 젊으시겠네?,일상
매일 새벽 두시 넘어서 자는 것 같아.,불면
지금이라도 늦지 않았는데,일상
외국에 취업했다가 납치 당하고 죽은 사람도 있다는데 나도 그렇게 되는 건 아닐까?,초조함
아 그런 곳이 있어?,일상
그냥 관람중에 돌발행동했나봐,일상
어차피 죽을 거 빨리 죽으면 좋은 거잖아.,자살충동
중고나라는 네이버 카페 맞지?,일상
진짜 심하게 우유부단한 거 같음,자신감저하
맞아 얼마에 분양해 왔어?,일상
요즘 그래서 여러모로 너무 스트레스 받아서 힘들어요.,무기력
하 이제부터라도 하면 될거야,일상
"감정변화가 없고, 기계같은 삶을 살고 있어요.",감정조절이상
거긴 어떄? 여긴 좋은데,일상
군대에서 운전병 해서 1종대형 먼허나 따올걸,일상
포맷하고 윈도우를 다시 깔아도 엣지가 그래픽 카드와 확실히 충돌 나지 않을 보장을 못한다고 하더라구요.,일상
우리 애까지 시어머니한테 물들까봐 너무 걱정되고..신경 쓰여.,초조함
진짜 때린 건 아니겠지?,일상
그 얼굴을 보고 있으니까 화가 또 치밀어 올라서 순간적으로 목을 졸라버리고 싶은 생각도 잠깐 했어.,분노
헤어나기 힘든 좌절 속에 빠진 기분이야,절망감
그냥 방에 들어 앉아서 가만히 누워 있고만 싶어.,피로
나 요즘 움직이는 게 너무 싫어,무기력
관심이 없어서 몰랐네,일상
저도요 빨래 다시해야 하나요?,일상
주말에 제일 바쁜 시간으로 들어갔어 키키,일상
잉 왜요? 순서가 이상하게 앉아있나요?,일상
잠도 못 자고. 새벽에 종종 깨요.. 꿈도 많이 꾸고.,불면
잉 좋지 낭만있고 좋네 타보자,일상
미안하기도 하고 그래서 좀 우울하고,우울감
원래 긴장을 안 하는 성격인데어느 순간부터 너무 긴장이 되네요.,초조함
